suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,model_top1_score,model_top2_score,model_margin,predicted_score,target_score,predicted_cost_to_go,predicted_slack,predicted_on_time,predicted_continuation_gap,strictly_suboptimal,target_match,row_in_suite,perturb_flip_rate,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_condition_count,hard_feasible_case,large_gap_hard_feasible_case,oracle_near_tie_case,model_near_tie_case,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,effective_tie_under_perturbation,stable_near_tie_case,high_headroom_near_tie_case,decodable_near_tie_case,weakly_decodable_near_tie_case
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,24,6,3.0,41.33682651656091,5,18.56995391845703,0.4492351126910356,1.0,True,9,0,0,22.76687240600586,23.061681747436523,0.29480934143066406,0.012949048783393449,2.408557176589966,2.16664719581604,0.24190998077392578,2.408557176589966,2.408557176589966,22.76687240600586,18.56995391845703,True,0.0,False,True,24,0.375,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,True,False,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,25,6,3.0,41.33682651656091,5,25.451343536376953,0.6157062764888421,1.0,True,8,2,2,15.885482788085938,20.120777130126953,4.235294342041016,0.26661414063017796,4.359721660614014,0.5535041093826294,3.8062175512313843,4.359721660614014,4.359721660614014,15.885482788085938,25.451343536376953,True,0.0,False,True,25,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,False,True,True,True,False,medium_gap,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,30,6,2.0,32.28800856683951,1,1.9347387552261353,0.05992127855209858,1.0,True,11,44,44,30.353269577026367,30.353269577026367,0.0,0.0,-12.615419387817383,-12.615419387817383,0.0,-12.615419387817383,-12.615419387817383,30.353269577026367,1.9347387552261353,True,0.0,False,True,30,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,tight,5+,0.19281585466556564,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,31,6,2.0,32.28800856683951,3,4.613279342651367,0.14287902993773688,0.3333333333333333,True,12,39,39,27.674728393554688,27.674728393554688,0.0,0.0,-13.136192321777344,-19.41815757751465,6.281965255737305,-13.136192321777344,-13.136192321777344,27.674728393554688,4.613279342651367,True,0.0,False,True,31,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,moderate,5+,0.19281585466556564,low_load,4,2,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,32,6,2.0,32.28800856683951,3,6.65799617767334,0.2062064671436952,0.3333333333333333,True,11,36,36,25.63001251220703,25.63001251220703,0.0,0.0,-11.645706176757812,-14.691441535949707,3.0457353591918945,-11.645706176757812,-11.645706176757812,25.63001251220703,6.65799617767334,True,0.0,False,True,32,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,34,6,2.0,32.28800856683951,5,12.69184684753418,0.3930823674448905,1.0,True,9,1,1,19.596160888671875,22.745649337768555,3.1494884490966797,0.16071966682603286,4.037984371185303,3.705880880355835,0.3321034908294678,4.037984371185303,4.037984371185303,19.596160888671875,12.69184684753418,True,0.0,False,True,34,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,36,6,2.0,32.28800856683951,5,23.354650497436523,0.7233227298329653,1.0,True,7,68,68,8.933357238769531,12.917757987976074,3.984400749206543,0.4460138157147457,8.609016418457031,0.31854522228240967,8.290471196174622,8.609016418457031,8.609016418457031,8.933357238769531,23.354650497436523,True,0.0,False,True,36,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,False,True,False,False,False,medium_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,41,6,2.0,34.49333243052007,3,1.7227813005447388,0.04994534245176043,0.3333333333333333,True,12,40,40,32.77054977416992,32.77054977416992,0.0,0.0,-11.959922790527344,-19.194774627685547,7.234851837158203,-11.959922790527344,-11.959922790527344,32.77054977416992,1.7227813005447388,True,0.0,False,True,41,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,very_tight,5+,0.19281585466556564,low_load,4,3,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,42,6,2.0,34.49333243052007,3,4.436333179473877,0.12861422387674443,0.3333333333333333,True,11,37,37,30.05699920654297,30.05699920654297,0.0,0.0,-11.523691177368164,-15.15200424194336,3.6283130645751953,-11.523691177368164,-11.523691177368164,30.05699920654297,4.436333179473877,True,0.0,False,True,42,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,moderate,5+,0.19281585466556564,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,44,6,2.0,34.49333243052007,5,8.691760063171387,0.25198377340546035,1.0,True,9,1,0,25.801572799682617,26.66822624206543,0.8666534423828125,0.03358917105989264,2.3565022945404053,2.1719210147857666,0.18458127975463867,2.3565022945404053,2.1719210147857666,26.66822624206543,7.825106143951416,True,0.8666534423828125,True,False,44,0.09375,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,False,True,True,True,True,near_tie,True,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,45,6,2.0,34.49333243052007,5,15.256779670715332,0.44231097999728114,0.8,True,8,2,2,19.236553192138672,22.484792709350586,3.248239517211914,0.16885766825105444,4.564663410186768,0.8959652781486511,3.6686981320381165,4.564663410186768,4.564663410186768,19.236553192138672,15.256779670715332,True,0.0,False,True,45,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,50,6,1.0,38.63958786412311,1,2.13105845451355,0.055152204573388826,1.0,True,11,44,44,36.50852966308594,36.50852966308594,0.0,0.0,-12.761886596679688,-12.761886596679688,0.0,-12.761886596679688,-12.761886596679688,36.50852966308594,2.13105845451355,True,0.0,False,True,50,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,tight,5+,0.19281585466556564,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,54,6,1.0,38.63958786412311,5,15.390024185180664,0.3982967996268489,1.0,True,9,1,1,23.249563217163086,24.103836059570312,0.8542728424072266,0.03674360823159864,3.9128682613372803,3.7975852489471436,0.11528301239013672,3.9128682613372803,3.9128682613372803,23.249563217163086,15.390024185180664,True,0.0,False,True,54,0.15625,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,55,6,1.0,38.63958786412311,5,22.359102249145508,0.5786578865119303,1.0,True,8,66,66,16.280485153198242,20.232406616210938,3.9519214630126953,0.24273978482983688,4.919707775115967,0.764411449432373,4.155296325683594,4.919707775115967,4.919707775115967,16.280485153198242,22.359102249145508,True,0.0,False,True,55,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,56,6,1.0,38.63958786412311,5,28.026748657226562,0.7253376706755567,1.0,True,7,69,69,10.612838745117188,14.653773307800293,4.0409345626831055,0.38075906548022137,8.583212852478027,0.35744696855545044,8.225765883922577,8.583212852478027,8.583212852478027,10.612838745117188,28.026748657226562,True,0.0,False,True,56,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,False,True,False,False,False,medium_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,60,3,3.0,36.055959254699275,1,1.5765836238861084,0.043726020787552,1.0,True,11,80,80,34.479373931884766,34.479373931884766,0.0,0.0,-10.759237289428711,-10.759237289428711,0.0,-10.759237289428711,-10.759237289428711,34.479373931884766,1.5765836238861084,True,0.0,False,True,60,0.0,4,1.6457054615020752,3.203343629837036,4.293825626373291,4.586916923522949,True,3.9062346626272557,True,very_tight,3,0.5434351775392238,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,True,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,90,4,2.0,29.517459488814527,1,0.4369467794895172,0.014802994128105628,1.0,True,11,46,46,29.08051300048828,29.08051300048828,0.0,0.0,-12.8419828414917,-12.8419828414917,0.0,-12.8419828414917,-12.8419828414917,29.08051300048828,0.4369467794895172,True,0.0,False,True,90,0.0,4,2.2148690819740295,2.243316650390625,3.6823432445526123,4.0592780113220215,True,2.384915952082565,True,critical,4,0.2570602807597027,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,100,4,2.0,30.939694616215743,1,1.0182744264602661,0.03291158620313532,1.0,True,11,48,48,29.92142105102539,29.92142105102539,0.0,0.0,-12.67324161529541,-12.67324161529541,0.0,-12.67324161529541,-12.67324161529541,29.92142105102539,1.0182744264602661,True,0.0,False,True,100,0.0,4,2.2148690819740295,2.243316650390625,3.6823432445526123,4.0592780113220215,True,2.384915952082565,True,very_tight,4,0.2570602807597027,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,110,4,2.0,35.64213376089867,1,0.45647111535072327,0.012807064762533843,1.0,True,11,74,74,35.18566131591797,35.18566131591797,0.0,0.0,-9.690475463867188,-9.690475463867188,0.0,-9.690475463867188,-9.690475463867188,35.18566131591797,0.45647111535072327,True,0.0,False,True,110,0.0,4,2.2148690819740295,2.243316650390625,3.6823432445526123,4.0592780113220215,True,2.384915952082565,True,critical,4,0.2570602807597027,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,120,4,1.0,30.140334286390758,1,0.13471196591854095,0.004469491434252849,1.0,True,11,45,45,30.00562286376953,30.00562286376953,0.0,0.0,-12.416231155395508,-12.416231155395508,0.0,-12.416231155395508,-12.416231155395508,30.00562286376953,0.13471196591854095,True,0.0,False,True,120,0.0,4,2.2148690819740295,2.243316650390625,3.6823432445526123,4.0592780113220215,True,2.384915952082565,True,critical,4,0.2570602807597027,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,True,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,130,4,2.0,30.66796506233585,1,1.0856379270553589,0.035399737962681456,1.0,True,11,48,48,29.582326889038086,29.582326889038086,0.0,0.0,-12.868083000183105,-12.868083000183105,0.0,-12.868083000183105,-12.868083000183105,29.582326889038086,1.0856379270553589,True,0.0,False,True,130,0.0,4,1.694755345582962,2.5972485542297363,3.6116960048675537,3.79117751121521,True,2.3875705555944506,True,very_tight,4,0.3763005780346821,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,150,4,1.0,31.480584401791443,1,0.6388964653015137,0.02029493662338608,1.0,True,11,47,47,30.84168815612793,30.84168815612793,0.0,0.0,-12.813990592956543,-12.813990592956543,0.0,-12.813990592956543,-12.813990592956543,30.84168815612793,0.6388964653015137,True,0.0,False,True,150,0.0,4,1.694755345582962,2.5972485542297363,3.6116960048675537,3.79117751121521,True,2.3875705555944506,True,very_tight,4,0.3763005780346821,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,160,4,1.0,33.579078976281004,1,0.1492815911769867,0.004445672595202316,1.0,True,11,47,47,33.4297981262207,33.4297981262207,0.0,0.0,-12.57661247253418,-12.57661247253418,0.0,-12.57661247253418,-12.57661247253418,33.4297981262207,0.1492815911769867,True,0.0,False,True,160,0.0,4,1.694755345582962,2.5972485542297363,3.6116960048675537,3.79117751121521,True,2.3875705555944506,True,critical,4,0.3763005780346821,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,True,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,170,6,3.0,36.38450434523261,1,1.6927118301391602,0.04652287726879405,1.0,True,11,108,108,34.69179153442383,34.69179153442383,0.0,0.0,-11.105108261108398,-11.105108261108398,0.0,-11.105108261108398,-11.105108261108398,34.69179153442383,1.6927118301391602,True,0.0,False,True,170,0.0,4,3.134959399700165,3.2189016342163086,4.070704936981201,4.44584321975708,True,8.939995694895657,True,very_tight,5+,0.5571428571428572,mid_load,4,3,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,171,6,3.0,36.38450434523261,3,5.394167423248291,0.14825452538987463,0.3333333333333333,True,12,103,103,30.990337371826172,30.990337371826172,0.0,0.0,-12.273514747619629,-19.287275314331055,7.013760566711426,-12.273514747619629,-12.273514747619629,30.990337371826172,5.394167423248291,True,0.0,False,True,171,0.0,4,3.134959399700165,3.2189016342163086,4.070704936981201,4.44584321975708,True,8.939995694895657,True,moderate,5+,0.5571428571428572,mid_load,4,2,True,False,True,False,False,False,near_tie,False,d4_mid_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,175,6,3.0,36.38450434523261,5,21.596067428588867,0.5935512333403151,1.0,True,8,2,2,14.788435935974121,17.073896408081055,2.2854604721069336,0.15454375851521646,4.360936164855957,0.9124656319618225,3.4484705328941345,4.360936164855957,4.360936164855957,14.788435935974121,21.596067428588867,True,0.0,False,True,175,0.0,4,3.134959399700165,3.2189016342163086,4.070704936981201,4.44584321975708,True,8.939995694895657,True,loose,5+,0.5571428571428572,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,180,6,3.0,36.73677911264493,1,0.5169245600700378,0.01407103650771906,1.0,True,11,109,109,36.21985626220703,36.21985626220703,0.0,0.0,-10.464471817016602,-10.464471817016602,0.0,-10.464471817016602,-10.464471817016602,36.21985626220703,0.5169245600700378,True,0.0,False,True,180,0.0,4,3.134959399700165,3.2189016342163086,4.070704936981201,4.44584321975708,True,8.939995694895657,True,critical,5+,0.5571428571428572,mid_load,4,3,True,False,True,True,True,False,near_tie,False,d4_mid_load,True,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,181,6,3.0,36.73677911264493,3,3.7919347286224365,0.10321903063399586,0.3333333333333333,True,12,103,103,32.94484329223633,32.94484329223633,0.0,0.0,-11.650466918945312,-18.664888381958008,7.014421463012695,-11.650466918945312,-11.650466918945312,32.94484329223633,3.7919347286224365,True,0.0,False,True,181,0.0,4,3.134959399700165,3.2189016342163086,4.070704936981201,4.44584321975708,True,8.939995694895657,True,moderate,5+,0.5571428571428572,mid_load,4,2,True,False,True,False,False,False,near_tie,False,d4_mid_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,182,6,3.0,36.73677911264493,3,7.334225177764893,0.19964257495944782,0.3333333333333333,True,11,100,100,29.40255355834961,29.40255355834961,0.0,0.0,-10.956753730773926,-14.16973876953125,3.212985038757324,-10.956753730773926,-10.956753730773926,29.40255355834961,7.334225177764893,True,0.0,False,True,182,0.0,4,3.134959399700165,3.2189016342163086,4.070704936981201,4.44584321975708,True,8.939995694895657,True,moderate,5+,0.5571428571428572,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,190,6,2.0,38.08171050886873,1,1.3752330541610718,0.03611269125741602,1.0,True,11,111,111,36.706478118896484,36.706478118896484,0.0,0.0,-10.458441734313965,-10.458441734313965,0.0,-10.458441734313965,-10.458441734313965,36.706478118896484,1.3752330541610718,True,0.0,False,True,190,0.0,4,3.134959399700165,3.2189016342163086,4.070704936981201,4.44584321975708,True,8.939995694895657,True,very_tight,5+,0.5571428571428572,mid_load,4,3,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,191,6,2.0,38.08171050886873,3,4.795118808746338,0.12591658159970565,0.3333333333333333,True,12,104,104,33.286590576171875,33.286590576171875,0.0,0.0,-11.808246612548828,-18.723278045654297,6.915031433105469,-11.808246612548828,-11.808246612548828,33.286590576171875,4.795118808746338,True,0.0,False,True,191,0.0,4,3.134959399700165,3.2189016342163086,4.070704936981201,4.44584321975708,True,8.939995694895657,True,moderate,5+,0.5571428571428572,mid_load,4,2,True,False,True,False,False,False,near_tie,False,d4_mid_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,192,6,2.0,38.08171050886873,3,7.569314479827881,0.19876508640716353,0.3333333333333333,True,11,101,101,30.51239585876465,30.51239585876465,0.0,0.0,-10.929563522338867,-14.071196556091309,3.1416330337524414,-10.929563522338867,-10.929563522338867,30.51239585876465,7.569314479827881,True,0.0,False,True,192,0.0,4,3.134959399700165,3.2189016342163086,4.070704936981201,4.44584321975708,True,8.939995694895657,True,moderate,5+,0.5571428571428572,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,200,6,1.0,35.768573770380584,1,3.0705454349517822,0.085844782480381,1.0,True,11,80,80,32.698028564453125,32.698028564453125,0.0,0.0,-10.036995887756348,-10.036995887756348,0.0,-10.036995887756348,-10.036995887756348,32.698028564453125,3.0705454349517822,True,0.0,False,True,200,0.0,4,3.134959399700165,3.2189016342163086,4.070704936981201,4.44584321975708,True,8.939995694895657,True,tight,5+,0.5571428571428572,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,210,6,1.0,38.2294202769692,1,2.02581524848938,0.052991001009497524,1.0,True,11,10,10,36.20360565185547,36.20360565185547,0.0,0.0,-4.97963809967041,-4.97963809967041,0.0,-4.97963809967041,-4.97963809967041,36.20360565185547,2.02581524848938,True,0.0,False,True,210,0.0,4,3.134959399700165,3.2189016342163086,4.070704936981201,4.44584321975708,True,8.939995694895657,True,tight,5+,0.5571428571428572,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
