teacher_name,seed,slice,decisions,disagreement,helpful_rate,harmful_rate,recovery_rate,break_rate,mean_teacher_gain,mean_teacher_miss_gain
fixed_middle,314,large_gap_control,562,0.697508896797153,0.0,0.697508896797153,0.0,0.697508896797153,-5.586783236880319,-0.0017793594306049821
gated_pairwise,315,overall,4344,0.00023020257826887662,0.0,0.00023020257826887662,0.0,0.00023020257826887662,-0.001802172669609081,0.0
gated_pairwise,315,hard_near_tie,832,0.0,0.0,0.0,0.0,0.0,2.4380370852514423e-16,0.0
gated_pairwise,315,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,3.743037625879099e-16,0.0
gated_pairwise,315,baseline_error_near_tie,71,0.0,0.0,0.0,0.0,0.0,2.737442510541429e-16,0.0
gated_pairwise,315,large_gap_control,951,0.0,0.0,0.0,0.0,0.0,4.856496090894481e-17,0.0
gated_pairwise,316,overall,4339,0.006222631942843973,0.004148421295229315,0.0020742106476146576,0.0004609356994699239,0.0020742106476146576,0.009345627402512062,0.0
gated_pairwise,316,hard_near_tie,657,0.0076103500761035,0.0030441400304414,0.0045662100456621,0.0030441400304414,0.0045662100456621,-0.008223018326897098,0.0
gated_pairwise,316,high_headroom_near_tie,35,0.05714285714285714,0.05714285714285714,0.0,0.05714285714285714,0.0,0.12199151175362728,0.0
gated_pairwise,316,baseline_error_near_tie,73,0.0273972602739726,0.0273972602739726,0.0,0.0273972602739726,0.0,0.05848908097776648,0.0
gated_pairwise,316,large_gap_control,970,0.002061855670103093,0.002061855670103093,0.0,0.0,0.0,0.012960833126736673,0.0
kl,315,overall,4344,0.004373848987108656,0.0006906077348066298,0.003683241252302026,0.00046040515653775324,0.003683241252302026,-0.015400724626158175,0.0
kl,315,hard_near_tie,832,0.004807692307692308,0.002403846153846154,0.002403846153846154,0.002403846153846154,0.002403846153846154,-0.008787817679918488,0.0
kl,315,high_headroom_near_tie,35,0.05714285714285714,0.05714285714285714,0.0,0.05714285714285714,0.0,0.4687862396240238,0.05714285714285714
kl,315,baseline_error_near_tie,71,0.028169014084507043,0.028169014084507043,0.0,0.028169014084507043,0.0,0.23109180826536396,0.028169014084507043
kl,315,large_gap_control,951,0.0010515247108307045,0.0,0.0010515247108307045,0.0,0.0010515247108307045,-0.008217961003476966,0.0
kl,316,overall,4339,0.1265268495044941,0.024199124222171006,0.10232772528232312,0.014519474533302604,0.1018667895828532,-0.6141977581622882,-0.002535146347084582
kl,316,hard_near_tie,657,0.289193302891933,0.0958904109589041,0.1933028919330289,0.0958904109589041,0.1902587519025875,-0.23186293620860002,-0.0015220700152207
kl,316,high_headroom_near_tie,35,0.8285714285714286,0.8285714285714286,0.0,0.8285714285714286,0.0,2.0637789045061385,0.0
kl,316,baseline_error_near_tie,73,0.8904109589041096,0.863013698630137,0.0273972602739726,0.863013698630137,0.0,1.3244192175669214,0.0
kl,316,large_gap_control,970,0.06288659793814433,0.0,0.06288659793814433,0.0,0.06288659793814433,-0.7946459898014658,-0.002061855670103093
learnedgate,314,overall,1890,0.1582010582010582,0.023809523809523808,0.1343915343915344,0.014814814814814815,0.1343915343915344,-0.8543505109807171,-0.03333333333333333
learnedgate,314,hard_near_tie,365,0.2273972602739726,0.07671232876712329,0.1506849315068493,0.07671232876712329,0.1506849315068493,-0.7334314633722174,-0.09041095890410959
learnedgate,314,high_headroom_near_tie,27,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,2.2249444678977683,0.0
learnedgate,314,baseline_error_near_tie,54,0.5185185185185185,0.5185185185185185,0.0,0.5185185185185185,0.0,1.2381919754876032,0.0
learnedgate,314,large_gap_control,562,0.13167259786476868,0.0,0.13167259786476868,0.0,0.13167259786476868,-0.9846667030103691,-0.0017793594306049821
margin050,314,overall,1890,0.28465608465608466,0.025396825396825397,0.25925925925925924,0.015873015873015872,0.25925925925925924,-1.8322048196716914,-0.027513227513227514
margin050,314,hard_near_tie,365,0.22465753424657534,0.0821917808219178,0.14246575342465753,0.0821917808219178,0.14246575342465753,-0.6576835135891013,-0.07397260273972603
margin050,314,high_headroom_near_tie,27,0.7407407407407407,0.7407407407407407,0.0,0.7407407407407407,0.0,2.4094758563571506,0.0
margin050,314,baseline_error_near_tie,54,0.5555555555555556,0.5555555555555556,0.0,0.5555555555555556,0.0,1.3304576697172943,0.0
margin050,314,large_gap_control,562,0.39679715302491103,0.0,0.39679715302491103,0.0,0.39679715302491103,-3.2080258175571617,-0.0035587188612099642
margin100,314,overall,1890,0.24232804232804234,0.025396825396825397,0.21693121693121692,0.015873015873015872,0.21693121693121692,-1.4503450731121044,-0.027513227513227514
margin100,314,hard_near_tie,365,0.22465753424657534,0.0821917808219178,0.14246575342465753,0.0821917808219178,0.14246575342465753,-0.6576835135891013,-0.07397260273972603
margin100,314,high_headroom_near_tie,27,0.7407407407407407,0.7407407407407407,0.0,0.7407407407407407,0.0,2.4094758563571506,0.0
margin100,314,baseline_error_near_tie,54,0.5555555555555556,0.5555555555555556,0.0,0.5555555555555556,0.0,1.3304576697172943,0.0
margin100,314,large_gap_control,562,0.3113879003558719,0.0,0.3113879003558719,0.0,0.3113879003558719,-2.3945180120417233,-0.0035587188612099642
pairwise,315,overall,4344,0.03430018416206262,0.0009208103130755065,0.03337937384898711,0.00046040515653775324,0.03337937384898711,-0.16232801735071836,-0.00046040515653775324
pairwise,315,hard_near_tie,832,0.004807692307692308,0.002403846153846154,0.002403846153846154,0.002403846153846154,0.002403846153846154,-0.008787817679918488,0.0
pairwise,315,high_headroom_near_tie,35,0.05714285714285714,0.05714285714285714,0.0,0.05714285714285714,0.0,0.4687862396240238,0.05714285714285714
pairwise,315,baseline_error_near_tie,71,0.028169014084507043,0.028169014084507043,0.0,0.028169014084507043,0.0,0.23109180826536396,0.028169014084507043
pairwise,315,large_gap_control,951,0.024185068349106203,0.0,0.024185068349106203,0.0,0.024185068349106203,-0.17592449970425864,-0.0010515247108307045
pairwise,316,overall,4339,0.10394100023046784,0.007835906890988707,0.09610509333947914,0.0006914035492048859,0.09610509333947914,-0.7851907425032257,-0.0004609356994699239
pairwise,316,hard_near_tie,657,0.0076103500761035,0.0045662100456621,0.0030441400304414,0.0045662100456621,0.0030441400304414,0.009150044921689339,0.0
pairwise,316,high_headroom_near_tie,35,0.08571428571428572,0.08571428571428572,0.0,0.08571428571428572,0.0,0.22138486589704245,0.0
pairwise,316,baseline_error_near_tie,73,0.0410958904109589,0.0410958904109589,0.0,0.0410958904109589,0.0,0.10614342885474637,0.0
pairwise,316,large_gap_control,970,0.13505154639175257,0.002061855670103093,0.13298969072164948,0.0,0.13298969072164948,-1.3403034114346062,0.0
residual,315,overall,4344,0.13789134438305709,0.031077348066298343,0.10681399631675875,0.01565377532228361,0.10612338858195212,-0.39411159811977076,-0.010128913443830571
residual,315,hard_near_tie,832,0.2860576923076923,0.08173076923076923,0.20432692307692307,0.08173076923076923,0.20192307692307693,-0.4428927485759439,-0.016826923076923076
residual,315,high_headroom_near_tie,35,0.9714285714285714,0.9428571428571428,0.02857142857142857,0.9428571428571428,0.0,2.255340385437012,0.0
residual,315,baseline_error_near_tie,71,0.9859154929577465,0.9577464788732394,0.028169014084507043,0.9577464788732394,0.0,1.4141266379557869,0.0
residual,315,large_gap_control,951,0.028391167192429023,0.002103049421661409,0.026288117770767613,0.0,0.026288117770767613,-0.20822854598613935,-0.002103049421661409
residual,316,overall,4339,0.1115464392717216,0.029960820465545056,0.08158561880617654,0.015671813781977413,0.08112468310670662,-0.18053588297928108,-0.0006914035492048859
residual,316,hard_near_tie,657,0.3272450532724505,0.1035007610350076,0.2237442922374429,0.1035007610350076,0.2207001522070015,-0.272656188163583,0.0
residual,316,high_headroom_near_tie,35,0.9142857142857143,0.9142857142857143,0.0,0.9142857142857143,0.0,2.24255610874721,0.0
residual,316,baseline_error_near_tie,73,0.958904109589041,0.9315068493150684,0.0273972602739726,0.9315068493150684,0.0,1.4215543694692114,0.0
residual,316,large_gap_control,970,0.012371134020618556,0.0,0.012371134020618556,0.0,0.012371134020618556,-0.0861957028969047,0.0
risktight,314,overall,1890,0.2698412698412698,0.02486772486772487,0.24497354497354498,0.015873015873015872,0.24497354497354498,-1.7152882687629216,-0.035449735449735446
risktight,314,hard_near_tie,365,0.2,0.0821917808219178,0.1178082191780822,0.0821917808219178,0.1178082191780822,-0.6100810064028387,-0.07945205479452055
risktight,314,high_headroom_near_tie,27,0.7407407407407407,0.7407407407407407,0.0,0.7407407407407407,0.0,2.4094758563571506,0.0
risktight,314,baseline_error_near_tie,54,0.5555555555555556,0.5555555555555556,0.0,0.5555555555555556,0.0,1.3304576697172943,0.0
risktight,314,large_gap_control,562,0.17259786476868327,0.0,0.17259786476868327,0.0,0.17259786476868327,-1.3421620421138099,-0.0035587188612099642
triggered_full_compute,315,overall,4344,0.00023020257826887662,0.0,0.00023020257826887662,0.0,0.00023020257826887662,-0.001802172669609081,0.0
triggered_full_compute,315,hard_near_tie,832,0.0,0.0,0.0,0.0,0.0,2.4380370852514423e-16,0.0
triggered_full_compute,315,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,3.743037625879099e-16,0.0
triggered_full_compute,315,baseline_error_near_tie,71,0.0,0.0,0.0,0.0,0.0,2.737442510541429e-16,0.0
triggered_full_compute,315,large_gap_control,951,0.0,0.0,0.0,0.0,0.0,4.856496090894481e-17,0.0
triggered_full_compute,316,overall,4339,0.007374971191518783,0.005070292694169164,0.00230467849734962,0.0004609356994699239,0.00230467849734962,0.013472658171854933,0.0
triggered_full_compute,316,hard_near_tie,657,0.0076103500761035,0.0030441400304414,0.0045662100456621,0.0030441400304414,0.0045662100456621,-0.008223018326897098,0.0
triggered_full_compute,316,high_headroom_near_tie,35,0.05714285714285714,0.05714285714285714,0.0,0.05714285714285714,0.0,0.12199151175362728,0.0
triggered_full_compute,316,baseline_error_near_tie,73,0.0273972602739726,0.0273972602739726,0.0,0.0273972602739726,0.0,0.05848908097776648,0.0
triggered_full_compute,316,large_gap_control,970,0.002061855670103093,0.002061855670103093,0.0,0.0,0.0,0.012960833126736673,0.0
triggered_top2_compute,315,overall,4344,0.00023020257826887662,0.0,0.00023020257826887662,0.0,0.00023020257826887662,-0.001802172669609081,0.0
triggered_top2_compute,315,hard_near_tie,832,0.0,0.0,0.0,0.0,0.0,2.4380370852514423e-16,0.0
triggered_top2_compute,315,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,3.743037625879099e-16,0.0
triggered_top2_compute,315,baseline_error_near_tie,71,0.0,0.0,0.0,0.0,0.0,2.737442510541429e-16,0.0
triggered_top2_compute,315,large_gap_control,951,0.0,0.0,0.0,0.0,0.0,4.856496090894481e-17,0.0
triggered_top2_compute,316,overall,4339,0.007374971191518783,0.005070292694169164,0.00230467849734962,0.0004609356994699239,0.00230467849734962,0.013472658171854933,0.0
triggered_top2_compute,316,hard_near_tie,657,0.0076103500761035,0.0030441400304414,0.0045662100456621,0.0030441400304414,0.0045662100456621,-0.008223018326897098,0.0
triggered_top2_compute,316,high_headroom_near_tie,35,0.05714285714285714,0.05714285714285714,0.0,0.05714285714285714,0.0,0.12199151175362728,0.0
triggered_top2_compute,316,baseline_error_near_tie,73,0.0273972602739726,0.0273972602739726,0.0,0.0273972602739726,0.0,0.05848908097776648,0.0
triggered_top2_compute,316,large_gap_control,970,0.002061855670103093,0.002061855670103093,0.0,0.0,0.0,0.012960833126736673,0.0
